Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.14-23.217.36.24-49557-443-6,192.168.10.14,49557,23.217.36.24,443,6,5/7/2017 8:49,62097129,8,7,650,6118,289,0,81.25,114.1737398,2047,0,874,812.3675277,108.9905461,0.241557061,4435509.214,1.66E+07,6.20E+07,7,6.21E+07,8871018.429,2.34E+07,6.20E+07,223,112975,18829.16667,20276.90927,40490,49,0,0,0,0,172,152,0.128830433,0.112726629,0,2047,423,662.7204539,439198.4,0,0,0,1,0,0,0,0,0,451.2,81.25,874,172,0,0,0,0,0,0,8,650,7,6118,8192,980,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.217.36.24-49557-443-6,23.217.36.24,443,192.168.10.14,49557,6,5/7/2017 8:50,1,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,3.70E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,980,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-23.66.120.199-13815-443-6,192.168.10.9,13815,23.66.120.199,443,6,5/7/2017 8:49,63413971,7,2,187,92,46,6,26.71428571,20.0890873,46,46,46,0,4.399661393,0.141924561,7926746.375,2.02E+07,5.78E+07,48,6.34E+07,1.06E+07,2.32E+07,5.78E+07,48,5.81E+07,5.81E+07,0,5.81E+07,5.81E+07,1,0,0,0,140,40,0.11038577,0.031538791,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,0,36.11111111,26.71428571,46,140,0,0,0,0,0,0,7,187,2,92,252,1465,6,20,225955,11035.10843,233758,218152,3.15E+07,3.73E+07,5.78E+07,5117009,BENIGN
192.168.10.9-23.66.120.199-13815-443-6,23.66.120.199,443,192.168.10.9,13815,6,5/7/2017 8:50,335,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0,0,128358.209,8955.223881,167.5,232.638131,332,3,335,167.5,232.638131,332,3,0,0,0,0,0,0,0,0,0,60,0,8955.223881,0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0,60,0,0,0,0,0,0,3,43,0,0,1465,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-23.21.65.221-59664-443-6,192.168.10.16,59664,23.21.65.221,443,6,5/7/2017 8:49,61569732,16,12,1027,5060,696,0,64.1875,178.2126889,2896,0,421.6666667,875.8838999,98.863513,0.454768911,2280360.444,4242253.028,1.03E+07,26,6.16E+07,4104648.8,5077434.615,1.03E+07,108,6.15E+07,5592653.909,5193865.649,1.03E+07,207,0,0,0,0,520,392,0.259867949,0.194900962,0,2896,209.8965517,592.7300244,351328.8818,0,0,0,1,0,0,0,0,0,217.3928571,64.1875,421.6666667,520,0,0,0,0,0,0,16,1027,12,5060,29200,123,3,32,199386.8333,358980.9477,932097,50410,1.01E+07,262663.166,1.03E+07,9552381,BENIGN
192.168.10.16-52.208.159.105-40448-443-6,192.168.10.16,40448,52.208.159.105,443,6,5/7/2017 8:49,61348557,17,14,1455,5652,1130,0,85.58823529,274.7551316,1448,0,403.7142857,589.7531985,115.8462456,0.505309359,2044951.9,4048306.001,1.02E+07,8,6.13E+07,3834284.813,5006288.153,1.03E+07,109,6.12E+07,4710527.538,5187799.557,1.03E+07,48,0,0,0,0,552,456,0.277105132,0.228204227,0,1448,222.09375,459.9181105,211524.6683,0,0,0,1,0,0,0,0,0,229.2580645,85.58823529,403.7142857,552,0,0,0,0,0,0,17,1455,14,5652,29200,118,3,32,225122.5,295695.5705,828687,102275,9999607,335488.7261,1.02E+07,9327447,BENIGN
192.168.10.16-52.24.49.107-37154-443-6,192.168.10.16,37154,52.24.49.107,443,6,5/7/2017 8:49,61003972,16,13,928,3396,598,0,58,155.1927833,1448,0,261.2307692,532.2117614,70.88063053,0.475378882,2178713.286,4183066.462,1.02E+07,1,6.10E+07,4066931.467,5111532.698,1.02E+07,134,6.09E+07,5076759.5,5262799.432,1.02E+07,191,0,0,0,0,520,424,0.262278004,0.213100878,0,1448,144.1333333,374.9940444,140620.5333,0,0,0,1,0,0,0,0,0,149.1034483,58,261.2307692,520,0,0,0,0,0,0,16,928,13,3396,29200,123,3,32,125119,98667.14409,326462,82668,1.00E+07,213412.2115,1.02E+07,9622351,BENIGN
192.168.10.16-54.235.163.54-45192-443-6,192.168.10.16,45192,54.235.163.54,443,6,5/7/2017 8:49,60350987,14,11,637,806,365,0,45.5,109.4333306,630,0,73.27272727,189.6913761,23.91013091,0.414243432,2514624.458,4407706.482,1.02E+07,51,6.04E+07,4642383.615,5191990.688,1.02E+07,128,6.03E+07,6029601.2,5174576.752,1.02E+07,219,0,0,0,0,456,360,0.231976322,0.18226711,0,630,55.5,144.7019696,20938.66,0,0,0,1,0,0,0,0,0,57.72,45.5,73.27272727,456,0,0,0,0,0,0,14,637,11,806,29200,122,3,32,76573.66667,63752.07752,206705,50243,9981893,387151.5808,1.02E+07,9212879,BENIGN
192.168.10.16-54.235.163.54-45194-443-6,192.168.10.16,45194,54.235.163.54,443,6,5/7/2017 8:49,60351381,14,11,637,833,365,0,45.5,109.4333306,657,0,75.72727273,197.6244372,24.35735481,0.414240728,2514640.875,4407429.617,1.02E+07,32,6.04E+07,4642413.923,5191997.572,1.02E+07,361,6.03E+07,6029619.4,5174817.026,1.02E+07,226,0,0,0,0,456,360,0.231974808,0.18226592,0,657,56.53846154,149.0222079,22207.61846,0,0,0,1,0,0,0,0,0,58.8,45.5,75.72727273,456,0,0,0,0,0,0,14,637,11,833,29200,122,3,32,77044,63485.4552,206633,50996,9981448.667,386784.8391,1.02E+07,9213077,BENIGN
192.168.10.16-54.235.163.54-45184-443-6,192.168.10.16,45184,54.235.163.54,443,6,5/7/2017 8:49,60624005,21,17,2315,7269,493,0,110.2380952,174.3272511,1448,0,427.5882353,529.5618541,158.0891926,0.626814411,1638486.622,3716222.42,1.02E+07,5,6.06E+07,3031200.25,4689676.827,1.03E+07,208,6.06E+07,3785778.438,4982937.084,1.03E+07,19,0,0,0,0,680,552,0.346397438,0.280416973,0,1448,245.7435897,400.75276,160602.7746,0,0,0,1,0,0,0,0,0,252.2105263,110.2380952,427.5882353,680,0,0,0,0,0,0,21,2315,17,7269,29200,139,7,32,143782.5,226157.2862,605420,50856,9960124,496617.2877,1.02E+07,8957298,BENIGN
192.168.10.16-54.235.163.54-45182-443-6,192.168.10.16,45182,54.235.163.54,443,6,5/7/2017 8:49,60624295,18,14,1045,5299,365,0,58.05555556,123.044455,1448,0,378.5,570.3875538,104.6445159,0.52784119,1955622.419,4004425.82,1.02E+07,22,6.06E+07,3566135,4927886.432,1.03E+07,212,6.06E+07,4659417.923,5192359.011,1.03E+07,47,0,0,0,0,584,456,0.296910669,0.230930521,0,1448,192.2424242,408.2576569,166674.3144,0,0,0,1,0,0,0,0,0,198.25,58.05555556,378.5,584,0,0,0,0,0,0,18,1045,14,5299,29200,126,4,32,113786.3333,153546.1357,427211,51004,9990130.333,392360.5995,1.02E+07,9213052,BENIGN
192.168.10.16-54.235.163.54-45190-443-6,192.168.10.16,45190,54.235.163.54,443,6,5/7/2017 8:49,60352139,14,11,637,786,365,0,45.5,109.4333306,610,0,71.45454545,183.8267465,23.5782861,0.414235525,2514672.458,4407542.204,1.02E+07,12,6.04E+07,4642472.231,5192011.142,1.02E+07,520,6.03E+07,6029679.2,5174882.915,1.02E+07,226,0,0,0,0,456,360,0.231971894,0.182263631,0,610,54.73076923,141.5444969,20034.84462,0,0,0,1,0,0,0,0,0,56.92,45.5,71.45454545,456,0,0,0,0,0,0,14,637,11,786,29200,122,3,32,76917.83333,63606.67418,206754,50683,9981685.333,386364.4819,1.02E+07,9214205,BENIGN
192.168.10.16-54.235.163.54-45196-443-6,192.168.10.16,45196,54.235.163.54,443,6,5/7/2017 8:49,60352086,14,11,637,841,365,0,45.5,109.4333306,665,0,76.45454545,199.9781806,24.48962576,0.414235889,2514670.25,4407616.188,1.02E+07,4,6.04E+07,4642468.154,5192016.98,1.02E+07,631,6.03E+07,6029679.3,5175000.991,1.02E+07,479,0,0,0,0,456,360,0.231972098,0.182263791,0,665,56.84615385,150.3142554,22594.37538,0,0,0,1,0,0,0,0,0,59.12,45.5,76.45454545,456,0,0,0,0,0,0,14,637,11,841,29200,122,3,32,76777.16667,63589.04556,206577,50654,9981798,386701.0279,1.02E+07,9213670,BENIGN
192.168.10.16-54.214.26.58-42248-443-6,192.168.10.16,42248,54.214.26.58,443,6,5/7/2017 8:49,61050019,16,13,1553,6009,1231,0,97.0625,307.5619111,2648,0,462.2307692,835.0607916,123.8656453,0.475020327,2180357.821,4187208.507,1.02E+07,3,6.11E+07,4070001.267,5116355.467,1.02E+07,130,6.10E+07,5080332.917,5268012.681,1.02E+07,50,0,0,0,0,520,424,0.262080181,0.212940147,0,2648,252.0666667,610.5110315,372723.7195,0,0,0,1,0,0,0,0,0,260.7586207,97.0625,462.2307692,520,0,0,0,0,0,0,16,1553,13,6009,29200,119,3,32,122498.5,94267.80895,314921,83625,1.01E+07,157144.6929,1.02E+07,9756478,BENIGN
169.54.129.32-192.168.10.16-443-58694-6,192.168.10.16,58694,169.54.129.32,443,6,5/7/2017 8:49,65599652,17,12,1427,3963,1030,0,83.94117647,249.3377405,1713,2,330.25,607.6895327,82.16507002,0.442075516,2342844.714,4197720.73,1.02E+07,40,6.56E+07,4099978.25,4960095.165,1.02E+07,51,6.17E+07,5612361.727,5274588.766,1.02E+07,245,0,0,0,0,360,244,0.259147716,0.1829278,0,1713,179.6666667,436.1675835,190242.1609,0,0,0,1,0,0,0,0,0,185.862069,83.94117647,330.25,360,0,0,0,0,0,0,17,1427,12,3963,29200,31930,16,20,165607.3333,213795.5581,602012,77283,1.01E+07,65284.31302,1.02E+07,1.00E+07,BENIGN
169.54.129.32-192.168.10.16-443-58694-6,169.54.129.32,443,192.168.10.16,58694,6,5/7/2017 8:50,2,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,1.85E+07,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,1,0,0,0,40,0,1000000,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,31930,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
169.54.129.32-192.168.10.16-443-58692-6,192.168.10.16,58692,169.54.129.32,443,6,5/7/2017 8:49,65622911,16,13,813,4152,422,0,50.8125,112.6441114,1713,2,319.3846154,593.3647752,75.65955128,0.441918829,2343675.393,4195927.7,1.02E+07,2,6.56E+07,4374860.733,5004485.762,1.02E+07,2,6.55E+07,5461855.5,5052080.867,1.02E+07,48,0,0,0,0,340,264,0.243817285,0.198101544,0,1713,165.5,413.6048214,171068.9483,0,0,0,1,0,0,0,0,0,171.2068966,50.8125,319.3846154,340,0,0,0,0,0,0,16,813,13,4152,29200,31088,15,20,169553,222937.8919,624620,77309,1.01E+07,65891.44119,1.02E+07,1.00E+07,BENIGN
192.168.10.16-54.214.46.149-48506-443-6,192.168.10.16,48506,54.214.46.149,443,6,5/7/2017 8:49,60695612,15,13,1422,5029,1098,0,94.8,283.5840012,2896,0,386.8461538,829.4647718,106.2844543,0.461318357,2247985.63,4224415.151,1.02E+07,3,6.07E+07,4335400.857,5158303.744,1.02E+07,233,6.06E+07,5050974.917,5248202.793,1.03E+07,3,0,0,0,0,488,424,0.247134834,0.214183523,0,2896,222.4482759,598.4283336,358116.4704,0,0,0,1,0,0,0,0,0,230.3928571,94.8,386.8461538,488,0,0,0,0,0,0,15,1422,13,5029,29200,118,3,32,115960.3333,73323.602,265360,83592,9999967.833,274416.5423,1.02E+07,9453390,BENIGN
192.168.10.16-52.1.161.171-41514-443-6,192.168.10.16,41514,52.1.161.171,443,6,5/7/2017 8:49,60451924,17,16,2885,9181,1448,0,169.7058824,426.4791561,2570,0,573.8125,818.1534672,199.5966249,0.545888333,1889122.625,3956421.973,1.02E+07,5,6.05E+07,3778245.25,5007553.309,1.02E+07,191,6.04E+07,4026727.067,5080616.517,1.02E+07,47,0,0,0,0,552,520,0.281215202,0.264673131,0,2570,354.8823529,661.1867551,437167.9251,0,0,0,1,0,0,0,0,0,365.6363636,169.7058824,573.8125,552,0,0,0,0,0,0,17,2885,16,9181,29200,179,4,32,84337.66667,82138.2273,251990,50065,9990950.833,320458.6068,1.02E+07,9362180,BENIGN
192.168.10.12-224.0.0.251-5353-5353-17,192.168.10.12,5353,224.0.0.251,5353,17,5/7/2017 8:47,18,12,0,1416,0,118,118,118,0,0,0,0,0,7.87E+07,666666.6667,1.636363636,1.206045378,5,1,18,1.636363636,1.206045378,5,1,0,0,0,0,0,0,0,0,0,240,0,666666.6667,0,118,118,118,0,0,0,0,0,0,0,0,0,0,0,127.8333333,118,0,240,0,0,0,0,0,0,12,1416,0,0,-1,-1,11,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.15.4.19-49609-80-6,192.168.10.14,49609,23.15.4.19,80,6,5/7/2017 8:50,9428381,7682,8659,37783,2.02E+07,605,0,4.91838063,13.62735129,5840,0,2329.703314,875.263321,2143600.688,1733.171368,577.0123011,27545.98631,3282546,0,9428325,1227.486655,40187.3215,3282546,0,9412139,1087.103142,38297.03378,3299276,0,0,0,0,0,179880,173192,814.7740317,918.3973367,0,5840,1236.732591,1323.784265,1752404.781,0,0,0,1,0,0,0,0,1,1236.808274,4.91838063,2329.703314,179880,0,0,0,0,0,0,7682,37783,8659,20172901,8192,1252,5700,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-104.196.116.189-45284-443-6,192.168.10.16,45284,104.196.116.189,443,6,5/7/2017 8:49,65286933,17,15,776,6531,458,0,45.64705882,119.1327732,3020,0,435.4,864.9562995,111.9213243,0.490144023,2106030.097,4032651.582,1.02E+07,4,6.24E+07,3899102.562,5030660.939,1.02E+07,214,6.52E+07,4659508.857,5182244.825,1.13E+07,4,0,0,0,0,552,488,0.260389012,0.229755011,0,3020,221.4242424,611.4083655,373820.1894,0,0,0,1,0,0,0,0,0,228.34375,45.64705882,435.4,552,0,0,0,0,0,0,17,776,15,6531,29200,237,3,32,93152.83333,93575.89503,284139,53602,1.01E+07,81401.5559,1.02E+07,1.00E+07,BENIGN
192.168.10.16-104.196.116.189-45284-443-6,192.168.10.16,45284,104.196.116.189,443,6,5/7/2017 8:50,72,2,0,0,0,0,0,0,0,0,0,0,0,0,27777.77778,72,0,72,72,72,72,0,72,72,0,0,0,0,0,0,0,0,0,64,0,27777.77778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,365,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-52.2.156.182-56206-443-6,192.168.10.16,56206,52.2.156.182,443,6,5/7/2017 8:49,65204613,14,15,1044,5683,723,0,74.57142857,195.8762224,1864,0,378.8666667,653.7958251,103.1675474,0.444753809,2328736.179,4226797.644,1.02E+07,2,6.15E+07,4730833.385,5285725.463,1.02E+07,246,6.51E+07,4653414.643,5094917.785,1.02E+07,2,0,0,0,0,456,488,0.214708735,0.230045074,0,1864,224.2333333,498.4665232,248468.8747,0,0,0,1,0,0,0,0,1,231.9655172,74.57142857,378.8666667,456,0,0,0,0,0,0,14,1044,15,5683,29200,230,3,32,77784.66667,62520.56071,205356,50630,1.02E+07,37698.80753,1.02E+07,1.01E+07,BENIGN
192.168.10.16-224.0.0.251-5353-5353-17,192.168.10.16,5353,224.0.0.251,5353,17,5/7/2017 8:48,63013440,108,0,10800,0,118,37,100,33.83190995,0,0,0,0,171.3920078,1.713920078,588910.6542,3201874.738,2.78E+07,1,6.30E+07,588910.6542,3201874.738,2.78E+07,1,0,0,0,0,0,0,0,0,0,2160,0,1.713920078,0,37,118,100.1651376,33.71902248,1136.972477,0,0,0,0,0,0,0,0,0,101.0925926,100,0,2160,0,0,0,0,0,0,108,10800,0,0,-1,-1,107,20,2335941,4045909.606,7007755,15,1.73E+07,9944520.085,2.78E+07,8001546,BENIGN
192.168.10.1-192.168.10.3-53-61956-17,192.168.10.3,61956,192.168.10.1,53,17,5/7/2017 8:47,48428,1,1,54,126,54,54,54,0,126,126,126,0,3716.858016,41.2984224,48428,0,48428,48428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.6492112,20.6492112,54,126,78,41.56921938,1728,0,0,0,0,0,0,0,0,1,117,54,126,20,0,0,0,0,0,0,1,54,1,126,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-23.50.75.27-45748-80-6,192.168.10.16,45748,23.50.75.27,80,6,5/7/2017 8:49,81736727,15,13,1296,5310,432,0,86.4,178.864993,1770,0,408.4615385,776.1963471,80.82046153,0.342563264,3027286.185,4512440.119,1.02E+07,18,7.61E+07,5435018.214,5073579.894,1.02E+07,23238,8.17E+07,6809464.833,4513262.748,1.02E+07,747,0,0,0,0,488,424,0.183516034,0.15904723,0,1770,227.7931034,549.4728239,301920.3842,0,0,0,1,0,0,0,0,0,235.9285714,86.4,408.4615385,488,0,0,0,0,0,0,15,1296,13,5310,29200,1006,3,32,684880.8571,1748218.846,4649467,22958,1.02E+07,81312.13491,1.02E+07,1.00E+07,BENIGN
172.217.10.36-192.168.10.12-443-42048-6,192.168.10.12,42048,172.217.10.36,443,6,5/7/2017 8:47,117176378,20,18,937,4955,314,0,46.85,84.03901037,1418,0,275.2777778,460.9021595,50.28317226,0.324297445,3166929.135,1.34E+07,5.84E+07,0,1.17E+08,6167177.789,1.84E+07,5.84E+07,4,1.17E+08,6890509.353,1.94E+07,5.84E+07,0,0,0,0,0,660,584,0.170682866,0.153614579,0,1418,151.0769231,334.9495944,112191.2308,0,0,0,1,0,0,0,0,0,155.0526316,46.85,275.2777778,660,0,0,0,0,0,0,20,937,18,4955,29200,357,8,32,212413,188610.8344,345781,79045,5.84E+07,8411.035162,5.84E+07,5.84E+07,BENIGN
172.217.11.40-192.168.10.12-443-41924-6,192.168.10.12,41924,172.217.11.40,443,6,5/7/2017 8:47,117120254,15,13,587,4308,201,0,39.13333333,64.5444107,1418,0,331.3846154,540.1304686,41.7946498,0.23907052,4337787.185,1.56E+07,5.84E+07,3,1.17E+08,8365732.429,2.12E+07,5.84E+07,158,1.17E+08,9756985.417,2.27E+07,5.84E+07,3,0,0,0,0,500,424,0.128073493,0.110997027,0,1418,168.7931034,386.5390739,149412.4557,0,0,0,1,0,0,0,0,0,174.8214286,39.13333333,331.3846154,500,0,0,0,0,0,0,15,587,13,4308,29200,349,6,32,149240.5,159833.7097,262260,36221,5.84E+07,18975.21047,5.84E+07,5.84E+07,BENIGN
172.217.11.35-192.168.10.12-443-49698-6,192.168.10.12,49698,172.217.11.35,443,6,5/7/2017 8:47,116830887,15,13,578,4697,192,0,38.53333333,62.95448091,1418,0,361.3076923,584.2012188,45.15073142,0.23966265,4327069.889,1.55E+07,5.84E+07,4,1.17E+08,8345063.357,2.12E+07,5.84E+07,53,1.17E+08,9732835.833,2.27E+07,5.84E+07,4,0,0,0,0,500,424,0.128390705,0.111271945,0,1418,181.8965517,418.7911468,175386.0246,0,0,0,1,0,0,0,0,0,188.3928571,38.53333333,361.3076923,500,0,0,0,0,0,0,15,578,13,4697,29200,349,6,32,146008.5,154809.0089,255475,36542,5.83E+07,218892.6823,5.84E+07,5.81E+07,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,5/7/2017 8:48,110672832,122,0,0,0,0,0,0,0,0,0,0,0,0,1.102348226,914651.5041,2242991.073,1.33E+07,0,1.11E+08,914651.5041,2242991.073,1.33E+07,0,0,0,0,0,0,0,0,0,0,0,0,1.102348226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,-1,-1,0,0,6247973.333,5434348.845,1.32E+07,569,8597586.429,2422790.472,1.33E+07,5590935,BENIGN
184.84.243.199-192.168.10.8-80-49207-6,192.168.10.8,49207,184.84.243.199,80,6,5/7/2017 8:50,45100000,6,5,36,0,6,6,6,0,0,0,0,0,0.798226164,0.243902439,4510000,4955214.128,9993391,21869,4.51E+07,9020000,2225447.773,1.00E+07,5038998,4.01E+07,1.00E+07,6386.993946,1.00E+07,1.00E+07,0,0,0,0,120,160,0.133037694,0.110864745,0,6,3.5,3.089571903,9.545454545,0,0,0,0,1,0,0,0,0,3.818181818,6,0,120,0,0,0,0,0,0,6,36,5,0,16233,980,5,20,25052.5,3751.048964,30486,21869,9990198,3752.025675,9993391,9984765,BENIGN
192.168.10.8-72.21.91.29-49211-80-6,192.168.10.8,49211,72.21.91.29,80,6,5/7/2017 8:50,45895598,6,5,36,0,6,6,6,0,0,0,0,0,0.784388952,0.239674402,4589559.8,4969390.213,9991739,23477,4.59E+07,9179119.6,1869610.312,1.00E+07,5834659,4.01E+07,1.00E+07,4574.562156,1.00E+07,1.00E+07,0,0,0,0,120,160,0.130731492,0.10894291,0,6,3.5,3.089571903,9.545454545,0,0,0,0,1,0,0,0,0,3.818181818,6,0,120,0,0,0,0,0,0,6,36,5,0,16226,292,5,20,25500,2778.279444,29506,23477,9989734.75,2777.274008,9991739,9985731,BENIGN
192.168.10.16-23.50.75.27-45750-80-6,192.168.10.16,45750,23.50.75.27,80,6,5/7/2017 8:49,84418601,15,13,1296,5310,432,0,86.4,178.864993,1770,0,408.4615385,776.1963471,78.25289595,0.331680455,3126614.852,4600692.924,1.02E+07,36,7.61E+07,5435019.214,5073967.001,1.02E+07,23229,8.44E+07,7032954.083,4516111.088,1.02E+07,3236,0,0,0,0,488,424,0.177685958,0.153994497,0,1770,227.7931034,549.4728239,301920.3842,0,0,0,1,0,0,0,0,0,235.9285714,86.4,408.4615385,488,0,0,0,0,0,0,15,1296,13,5310,29200,1006,3,32,684204.2857,1746592.378,4645102,22931,1.02E+07,79682.74911,1.02E+07,1.00E+07,BENIGN
192.168.10.8-72.21.91.29-49204-80-6,192.168.10.8,49204,72.21.91.29,80,6,5/7/2017 8:49,55770353,7,6,42,0,6,6,6,0,0,0,0,0,0.753088294,0.233098758,4647529.417,4971990.238,9991573,23475,5.58E+07,9295058.833,1764069.522,1.00E+07,5694167,5.01E+07,1.00E+07,2654.898152,1.00E+07,1.00E+07,0,0,0,0,140,192,0.125514716,0.107584042,0,6,3.428571429,3.081315546,9.494505495,0,0,0,0,1,0,0,0,0,3.692307692,6,0,140,0,0,0,0,0,0,7,42,6,0,16226,296,6,20,25629.6,1904.409173,27972,23637,9989607.6,1907.844674,9991573,9987242,BENIGN
192.168.10.12-104.16.72.45-58944-443-6,192.168.10.12,58944,104.16.72.45,443,6,5/7/2017 8:47,116980507,17,13,1161,5653,521,0,68.29411765,130.7118801,1852,0,434.8461538,673.9257929,58.24902092,0.256452983,4033810.586,1.50E+07,5.84E+07,3,1.17E+08,7311281.688,1.99E+07,5.84E+07,3,1.17E+08,9747117.75,2.27E+07,5.84E+07,4,0,0,0,0,360,272,0.145323357,0.111129626,0,1852,219.8064516,474.8050421,225439.828,0,0,0,1,0,0,0,0,0,227.1333333,68.29411765,434.8461538,360,0,0,0,0,0,0,17,1161,13,5653,29200,32,16,20,213882,277552.1395,410141,17623,5.83E+07,221854.7526,5.84E+07,5.81E+07,BENIGN
172.217.10.78-192.168.10.12-443-59968-6,192.168.10.12,59968,172.217.10.78,443,6,5/7/2017 8:47,117678905,20,17,1071,5187,438,0,53.55,107.091439,2836,0,305.1176471,694.3882994,53.17860495,0.31441489,3268858.472,1.36E+07,5.86E+07,1,1.18E+08,6193626.579,1.84E+07,5.86E+07,3,1.18E+08,7352538.5,2.00E+07,5.86E+07,1,0,0,0,0,660,552,0.169953995,0.144460896,0,2836,164.6842105,480.4870336,230867.7895,0,0,0,1,0,0,0,0,0,169.1351351,53.55,305.1176471,660,0,0,0,0,0,0,20,1071,17,5187,29200,357,8,32,358886,397044.7003,639639,78133,5.85E+07,137048.6079,5.86E+07,5.84E+07,BENIGN
173.194.204.157-192.168.10.12-443-57326-6,192.168.10.12,57326,173.194.204.157,443,6,5/7/2017 8:47,117088265,16,16,1042,4653,410,0,65.125,110.5289555,1418,0,290.8125,495.6189691,48.63852069,0.273298097,3777040.806,1.46E+07,5.83E+07,1,1.17E+08,7805884.333,2.05E+07,5.84E+07,2,1.17E+08,7802483.533,2.05E+07,5.84E+07,1,0,0,0,0,520,520,0.136649048,0.136649048,0,1418,172.5757576,366.8282151,134562.9394,0,0,0,1,0,0,0,0,1,177.96875,65.125,290.8125,520,0,0,0,0,0,0,16,1042,16,4653,29200,179,8,32,201683.5,152110.6894,309242,94125,5.83E+07,44475.60232,5.83E+07,5.83E+07,BENIGN
192.168.10.12-91.189.89.199-123-123-17,192.168.10.12,123,91.189.89.199,123,17,5/7/2017 8:48,94061,1,1,48,48,48,48,48,0,48,48,48,0,1020.614282,21.26279755,94061,0,94061,94061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.63139877,10.63139877,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.255-192.168.10.25-137-137-17,192.168.10.25,137,192.168.10.255,137,17,5/7/2017 8:44,44068404,480,0,32640,0,68,68,68,0,0,0,0,0,740.6667144,10.89215756,92000.84342,1641137.266,3.57E+07,1,4.41E+07,92000.84342,1641137.266,3.57E+07,1,0,0,0,0,0,0,0,0,0,13920,0,10.89215756,0,68,68,68,0,0,0,0,0,0,0,0,0,0,0,68.14166667,68,0,13920,0,0,0,0,0,0,480,32640,0,0,-1,-1,479,20,4027541,0,4027541,4027541,3.57E+07,0,3.57E+07,3.57E+07,BENIGN
